sound_id,class,class_idx,class_top,set,uploader,license,tags,title
35140,fx-a,15,fx,train,roubignolle,https://creativecommons.org/licenses/by/4.0/,"africa,fly,tanzania",Mouche.aif
353103,fx-h,14,fx,train,musamdu,http://creativecommons.org/publicdomain/zero/1.0/,"yell,yes,female,shout,excitement,scream,girl","Girl Screams ""Yes!"""
157280,ss-n,19,ss,train,felix.blume,http://creativecommons.org/publicdomain/zero/1.0/,"thalamus-lab,field-recording,howl,PAS120324T044,atlas,buzz,electrical,howling,high,felix,electricity,mountain,electric,blume,blowing,transformer,box,blow",Wind howling in an electric transformer box on the High Atlas mountain (Morocco).
127446,is-e,7,is,train,paulnorthyorks,https://creativecommons.org/licenses/by/4.0/,"descending,scifi,alien,space,fi,science-fiction,sci-fi,sci,reverse-thrust,ufo,pitch-shift,frequency-shift,landing,spaceship,spacecraft,white-noise,crescendo,jet-engine,aircraft",Gradually descending pitch crescendo
356790,is-w,5,is,test,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,single-note,clarinet,multisample,A4,neumann-U87",Clarinet - A4
87130,ss-u,21,ss,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"ambiance,ambulance,city,field-recording,hospital,siren,transportation",20091229.ambulance.siren.wav
246671,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"neumann-U87,single-note,multisample,good-sounds,flute,Dsharp5",overall quality of single note - flute - D#5
86434,sp-s,8,sp,train,deleted_user_1390811,http://creativecommons.org/licenses/by/3.0/,"annoying,argue,argument,female,girl,human,speech,talk,talking,voice,woman",epanody--oh_well_thats_nice.wav
391842,fx-o,11,fx,train,morganamiranda,http://creativecommons.org/publicdomain/zero/1.0/,"corte,grass,scissors,cutting,scissor,paper,papel,haircut,cut,tesoura",scissors.wav
156602,fx-o,11,fx,train,davidkyoku,http://creativecommons.org/publicdomain/zero/1.0/,"UPF-CS12,Door,Squeaking,Closing,Gate",Door being closed
183645,m-sp,0,m,train,AlienXXX,https://creativecommons.org/licenses/by/4.0/,"bass,loop,kick,rhythm,boom,120-bpm,bassdrum,boomy,beatbox,Dare-19,noise-gate",Beatbox_01_Loop_017b_DaGlitch@120bpm.wav
239671,is-s,4,is,train,quartertone,https://creativecommons.org/licenses/by/4.0/,"multisample,bass,velocity,1-shot","BsGr(02f,1s)[45]~v02.wav"
59450,ss-n,19,ss,train,inchadney,https://creativecommons.org/licenses/by/4.0/,"birds,birdsong,dawnchorus,field-recording,forest,morning,scotland,sunrise",In the Forest at  4.40 am.WAV
16430,sp-s,8,sp,train,zippi1,https://creativecommons.org/licenses/by-nc/4.0/,"all,audacity,fun,funny,man,right,voice,woman",sound-areyouallright.wav
347719,is-p,3,is,train,newagesoup,https://creativecommons.org/licenses/by-nc/4.0/,"trap,loop,electro,hip-hop,drum,kick,hiphop,dance,sample,100-bpm,beat,bass,hit",100bpm loop08-kick.wav
58501,fx-a,15,fx,test,Satoration,https://creativecommons.org/licenses/by/4.0/,"ambient,animals,cicada,field-recording,sea,sea-side,summer,waves",Cicadas & soft waves close 2.wav
73108,ss-u,21,ss,train,LG,https://creativecommons.org/licenses/by/4.0/,"basement,concrete,field-recording,footstep,footsteps,hurry,reverb,run,running",Run basement 08.wav
327915,fx-o,11,fx,train,RuonVNiekerk,http://creativecommons.org/licenses/by/3.0/,"velcro,rip,tear",Velcro
320394,fx-o,11,fx,train,kev_durr,https://creativecommons.org/licenses/by/4.0/,"drip,sink,water,bath,faucet,Kitchen-sink,drain,bathroom,hydrophone",Kitchen Sink Draining
48322,is-s,4,is,train,DKifer,http://creativecommons.org/licenses/sampling+/1.0/,"strings,strummed,ukelele",uke_g7_sus.wav
13856,is-p,3,is,train,adcbicycle,http://creativecommons.org/publicdomain/zero/1.0/,"bass,big,boom,kick,low,metal,object,thump",4.wav
65339,ss-u,21,ss,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"christmas,crowd,field-recording,shopping",returntowalmart.wav
154097,is-w,5,is,train,Carlos_Vaquero,https://creativecommons.org/licenses/by-nc/4.0/,"multisample,zoom-h2n,non-vibrato,staccato,mezzoforte,d-6,woodwind,aerophone,alto-recorder",Alto-Recorder D-6 Staccato Non-Vibrato 
188629,fx-o,11,fx,train,Suz_Soundcreations,https://creativecommons.org/licenses/by/4.0/,"piezo,close,camera,switch,lens,up,off,closes,foley",STE-023_camera_close_piezo.aif
222222,is-p,3,is,train,ajaysm,http://creativecommons.org/licenses/by/3.0/,"daluo-instrument,idiophone,gong,percussion,chinese-traditional,chinese,china,qmul,compmusic,beijing-opera,peking-opera,icassp2014-dataset",daluo_35
84867,is-p,3,is,train,sandyrb,https://creativecommons.org/licenses/by/4.0/,"velocity,stereo,technica,audix,beyer,breckner,combo,drum,drums,dynamic,electrovoice,josephson,kent,layer,layers,ludwig,mic,microphone,microphones,mics,multi,reverb,sample,samples,snare,accent,14x6",KBSD2 PRO37R VELOCITY6.wav
159543,fx-v,12,fx,train,inchadney,https://creativecommons.org/licenses/by/4.0/,"ringtone,railway,fasttrain,train,ICE,spooky,field-recording,highspeed-train",highspeed train passing.WAV
132987,is-p,3,is,train,aarom,http://creativecommons.org/publicdomain/zero/1.0/,"church,field-recording,bell",111013 - Sirmione - Kirchenuhr Mit Umgebung.WAV
368509,is-w,5,is,train,LQ_,http://creativecommons.org/licenses/by/3.0/,"accordeon,D4,acoustic,A4,accordion,F4,short",accordion_DFA.wav
24365,fx-m,13,fx,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"machine,motor,tool",20061025.grinder.wav
119385,is-w,5,is,train,clruwe,https://creativecommons.org/licenses/by/4.0/,"alto-sax,jazz,sampled-instruments,sax,saxophone,vst,woodwind",Alto Sax c4 v127.wav
130733,sp-p,10,sp,train,CmdRobot,https://creativecommons.org/licenses/by/4.0/,"Speak,Counting,Pitch,Numbers,Computer,Glitch,Four,One,Male,Two,Robot,C64,Count,Pitched,Lofi,Commodore,Spell,8-Bit,Speech,Synthesizer,Countdown,Three,Lo-Fi,Arcade","""Three"" (Pitched -6)"
394909,fx-o,11,fx,train,nikviolinist97,http://creativecommons.org/publicdomain/zero/1.0/,"door,close,wooden",Door closing
31346,sp-p,10,sp,train,ERH,https://creativecommons.org/licenses/by/4.0/,"america,dark,electro,president,reagan,speech,synth,electronic,noise,voice,processed",reagan 2.wav
58063,is-s,4,is,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"acoustic,chord,guitar,strummed",chord_Fmin.wav
217740,sp-s,8,sp,train,NoraMeld,https://creativecommons.org/licenses/by/4.0/,"horror,Voice,speech,human,vocal,video,game,voice,sample,creepy,effect,Horror,whisper,eerie,male,scary,sound",HORROR WHISPER VOICE: NEEDY
4052,sp-s,8,sp,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"human,female,phone,raw,voice",female goodnight.wav
358392,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,single-note,E4,multisample,sax,neumann-U87,alto",Sax Alto - E4
164367,sp-p,10,sp,train,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,"118344,164361,slow-motion,slomo,male,stereotypical,english,stretched,speech,slow-mo,vocalization,motion,klankbeeld,noooo,slow,no,stereotype,voice,slowmo",before-after-remix-#3-of-freesound-118344-klankbeeld-no-1.flac
111032,ss-n,19,ss,train,soundbytez,http://creativecommons.org/licenses/by/3.0/,"aviary,bird,birds,exotic,field-recording,flying,kookaburra,splash,tropical,water,wings,zoo",laughing_kookaburra02.wav
127440,fx-n,16,fx,train,miastodzwiekow,https://creativecommons.org/licenses/by/4.0/,"downpour,drizzle,drops,field-recording,rain,truck-cab",110817-downpour in padborg.wav
86837,m-sp,0,m,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"4,75bpm,drumloop",75 bpm Acoustic Hyper Attack loop 8.flac
95814,sp-c,9,sp,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"vodka,female,field-recording,fun,joke,laughing,male,song,spanish,bolero,voice",20100424.afterdinner.bolero.wav
124720,fx-n,16,fx,train,alienistcog,http://creativecommons.org/publicdomain/zero/1.0/,"cup,fill,pour,water",water-pour-fill.aif
177804,m-sp,0,m,train,Louderest,http://creativecommons.org/licenses/by/3.0/,"fill,140-bpm,drum-loop",140 bpm drum loop fill 4.aif
146217,fx-m,13,fx,train,Ferdinger,http://creativecommons.org/publicdomain/zero/1.0/,"machine,factory,metal,processing,die,field-recording,industrial",die_quick.wav
40049,m-si,1,m,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"130bpm,arpeggio,electronic,loop,multi-sample,synth,waldorf",_130 BPM arpeggiated loop - E2 - variation 4.flac
30041,fx-h,14,fx,train,tim.kahn,https://creativecommons.org/licenses/by/4.0/,"dry,female,field-recording,funny,group,laugh,audience,male",small group laugh 4.flac
164385,ss-u,21,ss,train,bmoreno,https://creativecommons.org/licenses/by/4.0/,"field-recording,birds,bicycle,ambulance,horn,seoul,police,korea",0383 Ambience_Olympic_Park.wav
120970,m-si,1,m,train,Thirsk,http://creativecommons.org/licenses/by/3.0/,"electro,electronic,experimental,loops,melody,stereo,synth,synthetizer,techno",100 metal synth 2.wav
337236,fx-o,11,fx,train,Anthousai,http://creativecommons.org/publicdomain/zero/1.0/,"ammunition,clink,bullet-shell,metallic,gun,metal,shells,bullet,shell,ding",bullet shells - handfull - consolidated.wav
31940,m-sp,0,m,train,ocea,https://creativecommons.org/licenses/by-nc/4.0/,"afro,beat,bpm,drum,drumkit,drumloop,drummer,latin,loop,perc,real,sequence",130_percloop_05.wav
181896,fx-v,12,fx,train,supuhmagikarp,http://creativecommons.org/publicdomain/zero/1.0/,"rain,inside,car",MasRainInCar.wav
264376,fx-h,14,fx,train,HowardV,http://creativecommons.org/publicdomain/zero/1.0/,"concern,match,sporting,sports,awe,gasp,surprise,accident,audience,aah,ooh,shock,amazement,crowd,theatre,group,injury",small crowd gasp shock surprise
326721,fx-o,11,fx,train,RynoStols,https://creativecommons.org/licenses/by-nc/4.0/,"Film-Camera,OWI,Analog-Camera,Camera,Pentax,Analogue-Camera,Shutter",analogue_camera .wav
112066,sp-p,10,sp,train,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,"mucus,snotty,klankbeeld,speech,voice,child,male,dutch,gold,boy,radio",111400__klankbeeld__request_radio_gold_child_remix_2.wav
395296,fx-o,11,fx,train,soundhunterjulie,http://creativecommons.org/licenses/by/3.0/,"fizz,hiss,bubbles,soda,bottle,hissing,water,plastic,sparkling,fizzy,drink,opening,liquid,cap",plastic-bottle-fizzy-drink.wav
95818,fx-n,16,fx,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"ambiance,babbling,brook,creek,field-recording,nature,river,south-spain,water",20100424.guadalquivir.wav
153108,ss-u,21,ss,test,Albaaa3,http://creativecommons.org/publicdomain/zero/1.0/,"noisy,talk,campusupf,UPFCS12,ambient,conversation,Tallers-UPF,people",People_Talking.wav
236505,sp-s,8,sp,train,bcimmet,http://creativecommons.org/licenses/by/3.0/,"Stanley-Newman,gridplay,mumble,voice,whisper,words,speech,Doug-Peterson,crossword,Brian-Cimmet,mtc500-m002-s14,Celia-Madeoy,solving,puzzle,alphabet,Daniel-Feyer,female,letters,male,English,Malcolm-Ingram",C-pascal.aif
9663,sp-s,8,sp,train,thanvannispen,https://creativecommons.org/licenses/by/4.0/,"fantasy,whispers",whisper2.wav
86895,m-si,1,m,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"4,75bpm,drumloop",75 bpm Acoustic Nu Metal Attack loop 2.flac
96458,fx-o,11,fx,train,Robinhood76,https://creativecommons.org/licenses/by-nc/4.0/,"blackboard,board,chalk,draw,paint,school",01752 chalk painting.wav
78840,fx-el,18,fx,train,Lyubomir_Ikonomov,http://creativecommons.org/publicdomain/zero/1.0/,"glitch,annoying,basic-waveform,digital,electronic,experimental,impulse,laser,minimal,random,rhythm,sci-fi,sound-design,alien,tone",7R.wav
246113,m-si,1,m,train,lerwickdj,http://creativecommons.org/publicdomain/zero/1.0/,"bass,loop,electro,trance,low,dubstep,techno,bassline,wobble,dance,dnb,sub,drum",3_ca_bass line .wav
349403,ss-u,21,ss,train,zheng142326,https://creativecommons.org/licenses/by-nc/4.0/,"rain,field-recording,car",car passing under the bridge下雨高速桥下汽车驶过.wav
13008,is-e,7,is,train,ClaudiusMaximus,http://creativecommons.org/licenses/sampling+/1.0/,"bass,beat,digital,hard,processed",ClaudiusMaximus_-_GabberKicks_-_061.flac
56552,fx-a,15,fx,test,ERH,https://creativecommons.org/licenses/by/4.0/,"bird,bird-call,bird-song,field-recording,grey-parrot,jungle,tropical-bird",fr0608bg Grey Parrot 2.wav
117215,ss-u,21,ss,train,lex1975,http://creativecommons.org/licenses/by-nc/3.0/,"platform,manacor,1,inca,mallorca,station,train,announcement,automated",Inca_Melding_1e trein van spoor 1_is met bestemming_Manacor (met passerende trein)_100311.WAV
165170,ss-u,21,ss,test,Veridiansunrise,http://creativecommons.org/publicdomain/zero/1.0/,"NYC,dong,Subway,PA,Tube,Announcer,Metro,Field-recording,ding",NYC Subway
29157,fx-el,18,fx,train,junggle,https://creativecommons.org/licenses/by/4.0/,"click,short,hi-tech,synthetic,press,button,ambient,switch",btn347.wav
24598,is-e,7,is,train,The_Sample_Workshop,https://creativecommons.org/licenses/by/4.0/,"a4,flute,pad,stereo,swirly",12-flutepad_TMc.aif
168671,fx-ex,17,fx,train,toam,http://creativecommons.org/licenses/by/3.0/,"dream,dreamland,Melody,Under-the-Sea,Sea,Music,Space,Stars,Sound",Dingel-Dangel01-Longtrack.ogg
32582,fx-o,11,fx,train,redjim,http://creativecommons.org/licenses/by-nc/3.0/,"crystal,drop,foley,glass,handle,pick,place,table,water,wine,wooden",Wine glass handling.wav
358276,is-s,4,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,single-note,multisample,Gsharp4,neumann-U87,cello",Cello - G#4 - bad-attack
399048,is-e,7,is,train,scoplunk,http://creativecommons.org/publicdomain/zero/1.0/,"keyboard,multisampled,digital,synthesised",mt40 ep_048.aif
85721,fx-o,11,fx,train,tmkappelt,http://creativecommons.org/publicdomain/zero/1.0/,"fast,ratchet,tool",ratchet_fast.aif
183635,m-sp,0,m,train,AlienXXX,https://creativecommons.org/licenses/by/4.0/,"bass,loop,kick,rhythm,boom,120-bpm,bassdrum,boomy,beatbox,Dare-19,noise-gate",Beatbox_01_Loop_015b_DaBoom@120bpm.wav
152689,is-p,3,is,train,stomachache,http://creativecommons.org/publicdomain/zero/1.0/,"mid-side,percussion,crash-cymbal,drums,splash,1-shot,DD2012,crash,stereo",CrashVAR2MS5.wav
68729,fx-n,16,fx,train,mikaelfernstrom,https://creativecommons.org/licenses/by/4.0/,"splashing,water",Splashingpuddle.wav
24984,fx-ex,17,fx,train,LG,https://creativecommons.org/licenses/by/4.0/,"detritus,glitch,noise,noisy,process,processed,rhythmic,scrap,sound-design",Detritus24.wav
325696,fx-m,13,fx,train,Anika11,http://creativecommons.org/licenses/by-nc/3.0/,"time,sound-effect,close-perspective,cuckoo-clock,clock,cuckoo,OWI,stereo",CUCKCOO CLOCK (SFX)
89113,ss-s,22,ss,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"ambient,multisample,organ,pad,soundscape,space",Layers 13 - FRYDAY-00.flac
3004,is-e,7,is,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"electronic,percussion,stab",STAB 093 mastered 16 bit.wav
136263,m-m,2,m,test,Zagorius_mpc,https://creativecommons.org/licenses/by/4.0/,"effect,mixage,percussion",Rhythm Sequence 21.wav
67872,ss-s,22,ss,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"artificial,drone,multisample,pad,soundscape,space",LAYERS 001 - Alien Artillery - D0.flac
50775,fx-n,16,fx,train,smcameron,http://creativecommons.org/licenses/by/3.0/,"drip,dripping,water",drips2.ogg
164878,ss-n,19,ss,train,LolitaPerdurabo,https://creativecommons.org/licenses/by/4.0/,"swifts,river,bird-song,water",05.Sand-Martins-on-the-Banks.wav
194872,ss-n,19,ss,train,toadie,http://creativecommons.org/publicdomain/zero/1.0/,"calling,during,thunderstorm,hadeda,ibis",hadedas and thunder.mp3
423009,fx-el,18,fx,train,OGsoundFX,https://creativecommons.org/licenses/by/4.0/,"scream,fireball,teeth,dragon,cry,magic,beast,shriek,dark,horror,fire,maw,monster,claws,creature,panic,terror,tail,surreal,angry,frightening,spit,afraid,giant,aggressive,fantasy,fright,fantastic",Dragon Spit Fire 1 WAV
38561,ss-n,19,ss,test,digifishmusic,https://creativecommons.org/licenses/by/4.0/,"rainforest,tropical,field-recording,daintree,binaural,australia,birds",Daintree Rainforrest Birds 3.wav
92943,sp-s,8,sp,train,bulldozia,https://creativecommons.org/licenses/by-nc/4.0/,"child,english,speech,spoken,voice,words",juice.aif
355102,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,C6,single-note,multisample,neumann-U87,oboe",Oboe - C6
20695,ss-u,21,ss,train,sagetyrtle,http://creativecommons.org/publicdomain/zero/1.0/,"bus,field-recording,public,transit",busfree.wav
379058,fx-o,11,fx,train,13GPanska_Pavlicek_Jan,http://creativecommons.org/publicdomain/zero/1.0/,"field-recording,shopping,coins",Skládání mincí 2.wav
397673,fx-h,14,fx,train,amoyssiadis,http://creativecommons.org/publicdomain/zero/1.0/,"chuckle,laughter,voice,girl,laugh,female,woman,giggle",short - female - laugh - chuckle - giggle -  AIFF 24 bits
4530,m-sp,0,m,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"60-bpm,deep,dub,dubspace,loop,space",convoluted bare bone loop 60 bpm 026.wav
5187,m-sp,0,m,train,Jovica,https://creativecommons.org/licenses/by/4.0/,"125-bpm,drumloop,electro",Rhythmmakerloop 125 bpm-41.wav
66785,ss-n,19,ss,train,inchadney,https://creativecommons.org/licenses/by/4.0/,"ambient,birds,birdsong,field-recording,forest,morning,nature,scotland,spring",morning in the forest.WAV
80558,ss-u,21,ss,train,juliezhu,http://creativecommons.org/licenses/sampling+/1.0/,"bell,cars,garda,kids,laugh,motorcycle,passengers,wave",Julie_Garda.wav
341189,fx-o,11,fx,train,Yoyodaman234,http://creativecommons.org/publicdomain/zero/1.0/,"sliding,open,closing,close,mechanical,lift,elevator,opening,door",elevator door close 7b
214849,fx-o,11,fx,train,kikuchiyo,http://creativecommons.org/publicdomain/zero/1.0/,"cup,coffee,spoon",coffeeCupAndSpoon_02.wav
151611,fx-ex,17,fx,train,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,"man,male,urbaneguerilla,speech,aye,o,I,oh,yo,voice,aye-oh,151553,151363,ayo",remix of 151553__timbre__remix-of-151363-urbaneguerilla-ayo.flac
156832,sp-s,8,sp,train,unfa,http://creativecommons.org/publicdomain/zero/1.0/,"speech,american-english,male,shout,voice,whisper",DJ Lagswitch
410868,fx-h,14,fx,train,NobodyYouKnowOf,http://creativecommons.org/publicdomain/zero/1.0/,"SANFL,South-Australia,Aussie-rules-crowd,cheer,sports-event,clapping,Adelaide-Oval,crowd-cheer,crowd,applause,sports-crowd",crowd_cheering_and_clapping.wav
10981,is-w,5,is,train,batchku,http://creativecommons.org/publicdomain/zero/1.0/,"clicks,davood,extended,short,technique,trumpet,valve",v1_ting_1.R.aif
20644,fx-el,18,fx,train,koostix,https://creativecommons.org/licenses/by/4.0/,"broken-toy,circuit-bending,digital,micro,music,noise,speak-and-spell",vtech circuit bend037.flac
25704,is-p,3,is,test,Walter_Odington,http://creativecommons.org/publicdomain/zero/1.0/,"percussion,electro,electronic,hats,drum,hi,hat,hihait",Sword Fight Hat.aif
365207,m-si,1,m,train,furbyguy,http://creativecommons.org/publicdomain/zero/1.0/,"loop,roaring,loops,dubstep,key-of-E,edm,140bpm,wow,wobble,bass,heavy",Heavy Dubstep Wobble Bass.aif
59890,is-w,5,is,train,Batuhan,http://creativecommons.org/licenses/sampling+/1.0/,"a,flute,note,single",flutehigh.wav
166919,m-sp,0,m,train,Timbre,https://creativecommons.org/licenses/by-nc/4.0/,"beat-box,rhythm,glitch,scratch,beatbox,166915",remix of 166915__timbre__scratched-beatbox-1b.flac
83494,fx-o,11,fx,train,acoley,http://creativecommons.org/licenses/sampling+/1.0/,"jingling,keys",keys.wav
189376,sp-s,8,sp,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"insult,female,male-voice,Spanish",spanish.insult.feminine_043.wav
71138,m-sp,0,m,train,HolyGhostParty,http://creativecommons.org/licenses/by/3.0/,"drum,loop,rhythm,shuffle",MechanicalDonkey(LoopMe).aif
57598,ss-u,21,ss,train,dkustic,http://creativecommons.org/licenses/by/3.0/,"field,traffic",Tower_Garage_ruff--16.wav
39,fx-o,11,fx,train,Anton,https://creativecommons.org/licenses/by/4.0/,,Glass E1 ff.wav
22717,fx-m,13,fx,train,AniCator,http://creativecommons.org/licenses/by/3.0/,"human,industrial,outside,saw",saw01.wav
69159,fx-o,11,fx,train,Benboncan,https://creativecommons.org/licenses/by/4.0/,"loop,gears,drill,breast-drill,cogs,stereo,xy",Large Breast Drill.wav
388476,m-sp,0,m,train,GioMilko,http://creativecommons.org/publicdomain/zero/1.0/,"loop,rhythm,operator,drum-loop,PO-12,engineering,percussion-loop,machine,distortion,cheap,pocket,mxr,beat,Monday,drums,drum,teenage,101bpm",PO-12 004
210602,sp-s,8,sp,train,cognito perceptu,http://creativecommons.org/publicdomain/zero/1.0/,"spoken-word,mental-health,male-voice,question,comment",severe mental anguish.wav
232499,fx-n,16,fx,test,ArnyDnD,http://creativecommons.org/publicdomain/zero/1.0/,"UPF-CS14,campus-upf,tallers-upf,tap,bathroom,water",Water.wav
358391,is-w,5,is,train,MTG,http://creativecommons.org/licenses/by/3.0/,"good-sounds,single-note,multisample,sax,neumann-U87,Dsharp4,alto",Sax Alto - D#4
127644,fx-n,16,fx,train,dan427,http://creativecommons.org/publicdomain/zero/1.0/,"tap,bathroom,water",20-torneira.mp3
15903,fx-ex,17,fx,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"chain,sound,test,vst",3plugs.wav
36231,m-m,2,m,train,genghisattenborough,https://creativecommons.org/licenses/by-nc/4.0/,"samples,electronics,processed-sound,ambient-wah,incidental,loops,guitar,pitchshift",Red Finale.mp3
53474,fx-v,12,fx,train,lorenzosu,https://creativecommons.org/licenses/by-nc/4.0/,"agriculture,countryside,field-recording,engine,tractor",tractor04.flac
31345,sp-p,10,sp,train,ERH,https://creativecommons.org/licenses/by/4.0/,"america,president,reagan,speech,noise,voice,processed,synth,dark,electro,electronic",reagan 1.wav
343939,fx-h,14,fx,train,Reitanna,http://creativecommons.org/publicdomain/zero/1.0/,"laugh,pie,pinkie",pinkielaugh.wav
15929,fx-h,14,fx,train,pitx,http://creativecommons.org/licenses/by/3.0/,"human,male,monster,noisy,repulsive,voice",Quijote01.wav
113263,is-e,7,is,train,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"baby,beat,box,drum,hip,hop,human,kit,percussion,rap,vocal",bassscratchkick.wav
144260,fx-n,16,fx,train,inchadney,https://creativecommons.org/licenses/by/4.0/,"Moehne,Moehne-Reservoir,flickr,waves,water,field-recording,dambusters",waves Möhne Reservoir.wav
154029,is-s,4,is,train,Carlos_Vaquero,https://creativecommons.org/licenses/by-nc/4.0/,"multisample,zoom-h2n,non-vibrato,plucked,mezzoforte,e-3,plucked-string-instrument,chordophone,classical-guitar",Classical-Guitar E-3 Plucked Non-Vibrato
168305,sp-p,10,sp,train,carmsie,http://creativecommons.org/licenses/by/3.0/,"voice,whisper,evil,warning,whispers,judgement,vocal,paranormal,halloween,sinister,horror,spooky,angel,scary,ghost",PB Remember Remember v2.wav
22018,is-e,7,is,train,djgriffin,https://creativecommons.org/licenses/by-nc/4.0/,"tone,wave,keyboard,acid,synth,sound,bass",squelch bass c1.wav
382885,is-p,3,is,train,pjcohen,https://creativecommons.org/licenses/by/4.0/,"tambourine,acoustic,skin,velocity,instrument,multi,stereo,real,dry",tambourine_hit_34.wav
72008,ss-u,21,ss,train,LG,https://creativecommons.org/licenses/by/4.0/,"chatting,rotterdam,fun,talking,buying,netherlands,people,queens-day,selling,merchandise,field-recording,freshmarket,market",Market 04 090430.wav
214609,m-sp,0,m,train,SpankMyFilth,http://creativecommons.org/publicdomain/zero/1.0/,"loop,wobble,processed,porn-core,bpm,sound,techno,dub-step,effect,beat,bass,noise,club,electro,synth,synthesizer,Skrillex,dub,trance,wah,sub,electronic,rave,110,dubstep,SpankMyFilth,wub,lfo,dance",58-16th Dubstep Bass c2.wav
254384,sp-s,8,sp,train,Jagadamba,https://creativecommons.org/licenses/by-nc/4.0/,"man,yell,voice,yes,human,speech,yelling,shout,vocal,yeah,no,spoken,oh,words,word,male",Male Voice - Oh No
13594,sp-s,8,sp,train,plagasul,https://creativecommons.org/licenses/by/4.0/,"human,male,voice,whisper",can_crush_etcUntitled Region 4.aif
197947,sp-s,8,sp,test,mpwarne,http://creativecommons.org/licenses/by/3.0/,"male-voice,speech,fnd112,f13",Cording.wav
241546,sp-s,8,sp,train,Reitanna,http://creativecommons.org/publicdomain/zero/1.0/,"speak,talk,voice,girl,english,female,laugh,woman",laugh what the f.wav
375068,is-w,5,is,train,sgossner,http://creativecommons.org/publicdomain/zero/1.0/,"brass,oldtrombone,sustain,g2,midi-note-44,vsco-2,single-note,multisample",OldTrombone - G2 (Trombone_Sustain_G2_v5_2.wav)
86729,fx-m,13,fx,train,dobroide,https://creativecommons.org/licenses/by/4.0/,"docks,engine,field-recording,filming,harbor,industrial,metal,port",20091216.port.02.wav
137444,is-p,3,is,train,quartertone,https://creativecommons.org/licenses/by/4.0/,"hi-hat,multisample,1-shot,velocity,cymbal",HH13inKZ-EHO~v11.wav
76449,fx-n,16,fx,train,Heigh-hoo,http://creativecommons.org/publicdomain/zero/1.0/,"field-recording,ls10,nature,rainy,rain,wind",eclipse_morning.wav
50495,fx-a,15,fx,train,rfhache,http://creativecommons.org/licenses/by/3.0/,"field-recording,birds,nature,outdoors,sound,zoomh4",field-recording.ao.bird.4.wav
3949,fx-el,18,fx,test,NoiseCollector,http://creativecommons.org/licenses/by/3.0/,"cool-edit,free,sample,sound,mono,ufo,tone,multisample",ufomono A1.wav
15541,ss-n,19,ss,train,Bram,https://creativecommons.org/licenses/by/4.0/,"birds,car,field-recording,garden,wind",birds_in_moms_garden.wav
270695,m-si,1,m,train,bcnlab,http://creativecommons.org/publicdomain/zero/1.0/,"loop,80,Piano,beat,Fa,bpm,HearHear,blues,Chord,rythm,BcnLab",Song2_PIANO_Fa_4:4_80bpms.wav
108769,ss-n,19,ss,train,soundbytez,http://creativecommons.org/licenses/by/3.0/,"field-recording,birds,forest,morning,norway,songbird,bird,warbler",garden_warbler02.wav
222356,is-p,3,is,train,ajaysm,http://creativecommons.org/licenses/by/3.0/,"xiaoluo-instrument,idiophone,gong,percussion,chinese-traditional,chinese,china,qmul,compmusic,beijing-opera,peking-opera,icassp2014-dataset",xiaoluo_60
187147,fx-o,11,fx,train,jankisjes,http://creativecommons.org/publicdomain/zero/1.0/,"table,coins,box,wooden","coins, wooden box, spread on table.wav"
383948,m-si,1,m,train,multitonbits,http://creativecommons.org/licenses/by/3.0/,"cinema,background,video,movie,tv",OEB_Keys_Seq_7_Bass.wav
38969,ss-s,22,ss,train,ElanHickler,http://creativecommons.org/publicdomain/zero/1.0/,"ambiance,ambiant,ambience,ambient,atmosphere,drone,evil,horror,outer-space,scary,soundscape,space",archi_soundscape_space3.wav
26588,is-e,7,is,train,altemark,https://creativecommons.org/licenses/by/4.0/,"hi,roland,tom,tr-909",ht15.wav
